num	old_strain	sample	IPTG	time	medium
805	277dthrABCdasddlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysC_I_4p5_M1	I	4.5	M1
806	277dthrABCdasddlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysC_I_6_M1	I	6	M1
807	277dthrABCdasddlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysC_I_12_M1	I	12	M1
808	277dthrABCdasddlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DlysC_I_24_M1	I	24	M1
809	277dthrABCdasddptsG pfb6.4.2	7_D_TasdA1_P_asdD_000_DptsG_0_4p5_M1	0	4.5	M1
810	277dthrABCdasddptsG pfb6.4.2	7_D_TasdA1_P_asdD_000_DptsG_0_6_M1	0	6	M1
811	277dthrABCdasddptsG pfb6.4.2	7_D_TasdA1_P_asdD_000_DptsG_0_12_M1	0	12	M1
812	277dthrABCdasddptsG pfb6.4.2	7_D_TasdA1_P_asdD_000_DptsG_0_24_M1	0	24	M1
813	277dthrABCdasddptsG pfb6.4.2	7_D_TasdA1_P_asdD_000_DptsG_I_4p5_M1	I	4.5	M1
814	277dthrABCdasddptsG pfb6.4.2	7_D_TasdA1_P_asdD_000_DptsG_I_6_M1	I	6	M1
815	277dthrABCdasddptsG pfb6.4.2	7_D_TasdA1_P_asdD_000_DptsG_I_12_M1	I	12	M1
816	277dthrABCdasddptsG pfb6.4.2	7_D_TasdA1_P_asdD_000_DptsG_I_24_M1	I	24	M1
817	277dthrABCdasddtdh pfb6.4.2	7_D_TasdA1_P_asdD_000_Dtdh_0_4p5_M1	0	4.5	M1
818	277dthrABCdasddtdh pfb6.4.2	7_D_TasdA1_P_asdD_000_Dtdh_0_6_M1	0	6	M1
819	277dthrABCdasddtdh pfb6.4.2	7_D_TasdA1_P_asdD_000_Dtdh_0_12_M1	0	12	M1
820	277dthrABCdasddtdh pfb6.4.2	7_D_TasdA1_P_asdD_000_Dtdh_0_24_M1	0	24	M1
821	277dthrABCdasddtdh pfb6.4.2	7_D_TasdA1_P_asdD_000_Dtdh_I_4p5_M1	I	4.5	M1
822	277dthrABCdasddtdh pfb6.4.2	7_D_TasdA1_P_asdD_000_Dtdh_I_6_M1	I	6	M1
823	277dthrABCdasddtdh pfb6.4.2	7_D_TasdA1_P_asdD_000_Dtdh_I_12_M1	I	12	M1
824	277dthrABCdasddtdh pfb6.4.2	7_D_TasdA1_P_asdD_000_Dtdh_I_24_M1	I	24	M1
825	277dthrABCdasddtdhdlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DtdhDlysC_0_4p5_M1	0	4.5	M1
826	277dthrABCdasddtdhdlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DtdhDlysC_0_6_M1	0	6	M1
827	277dthrABCdasddtdhdlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DtdhDlysC_0_12_M1	0	12	M1
828	277dthrABCdasddtdhdlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DtdhDlysC_0_24_M1	0	24	M1
829	277dthrABCdasddtdhdlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DtdhDlysC_I_4p5_M1	I	4.5	M1
830	277dthrABCdasddtdhdlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DtdhDlysC_I_6_M1	I	6	M1
831	277dthrABCdasddtdhdlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DtdhDlysC_I_12_M1	I	12	M1
832	277dthrABCdasddtdhdlysC pfb6.4.2	7_D_TasdA1_P_asdD_000_DtdhDlysC_I_24_M1	I	24	M1
833	277DthrABCDasdDdhaM pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DdhaM_0_4p5_M1	0	4.5	M1
834	277DthrABCDasdDdhaM pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DdhaM_0_6_M1	0	6	M1
835	277DthrABCDasdDdhaM pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DdhaM_0_12_M1	0	12	M1
836	277DthrABCDasdDdhaM pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DdhaM_0_24_M1	0	24	M1
837	277DthrABCDasdDdhaM pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DdhaM_I_4p5_M1	I	4.5	M1
838	277DthrABCDasdDdhaM pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DdhaM_I_6_M1	I	6	M1
839	277DthrABCDasdDdhaM pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DdhaM_I_12_M1	I	12	M1
840	277DthrABCDasdDdhaM pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DdhaM_I_24_M1	I	24	M1
841	277DthrABCDasdDlysA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysA_0_4p5_M1	0	4.5	M1
842	277DthrABCDasdDlysA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysA_0_6_M1	0	6	M1
843	277DthrABCDasdDlysA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysA_0_12_M1	0	12	M1
844	277DthrABCDasdDlysA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysA_0_24_M1	0	24	M1
845	277DthrABCDasdDlysA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysA_I_4p5_M1	I	4.5	M1
846	277DthrABCDasdDlysA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysA_I_6_M1	I	6	M1
847	277DthrABCDasdDlysA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysA_I_12_M1	I	12	M1
848	277DthrABCDasdDlysA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysA_I_24_M1	I	24	M1
849	277DthrABCDasdDlysC pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysC_0_4p5_M1	0	4.5	M1
850	277DthrABCDasdDlysC pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysC_0_6_M1	0	6	M1
851	277DthrABCDasdDlysC pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysC_0_12_M1	0	12	M1
852	277DthrABCDasdDlysC pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysC_0_24_M1	0	24	M1
853	277DthrABCDasdDlysC pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysC_I_4p5_M1	I	4.5	M1
854	277DthrABCDasdDlysC pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysC_I_6_M1	I	6	M1
855	277DthrABCDasdDlysC pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysC_I_12_M1	I	12	M1
856	277DthrABCDasdDlysC pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DlysC_I_24_M1	I	24	M1
857	277DthrABCDasdDptsG pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DptsG_0_4p5_M1	0	4.5	M1
858	277DthrABCDasdDptsG pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DptsG_0_6_M1	0	6	M1
859	277DthrABCDasdDptsG pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DptsG_0_12_M1	0	12	M1
860	277DthrABCDasdDptsG pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DptsG_0_24_M1	0	24	M1
861	277DthrABCDasdDptsG pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DptsG_I_4p5_M1	I	4.5	M1
862	277DthrABCDasdDptsG pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DptsG_I_6_M1	I	6	M1
863	277DthrABCDasdDptsG pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DptsG_I_12_M1	I	12	M1
864	277DthrABCDasdDptsG pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DptsG_I_24_M1	I	24	M1
865	277DthrABCDasdDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DrhtA_0_4p5_M1	0	4.5	M1
866	277DthrABCDasdDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DrhtA_0_6_M1	0	6	M1
867	277DthrABCDasdDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DrhtA_0_12_M1	0	12	M1
868	277DthrABCDasdDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DrhtA_0_24_M1	0	24	M1
869	277DthrABCDasdDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DrhtA_I_4p5_M1	I	4.5	M1
870	277DthrABCDasdDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DrhtA_I_6_M1	I	6	M1
871	277DthrABCDasdDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DrhtA_I_12_M1	I	12	M1
872	277DthrABCDasdDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DrhtA_I_24_M1	I	24	M1
873	277DthrABCDasdDtdh pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_Dtdh_0_4p5_M1	0	4.5	M1
874	277DthrABCDasdDtdh pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_Dtdh_0_6_M1	0	6	M1
875	277DthrABCDasdDtdh pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_Dtdh_0_12_M1	0	12	M1
876	277DthrABCDasdDtdh pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_Dtdh_0_24_M1	0	24	M1
877	277DthrABCDasdDtdh pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_Dtdh_I_4p5_M1	I	4.5	M1
878	277DthrABCDasdDtdh pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_Dtdh_I_6_M1	I	6	M1
879	277DthrABCDasdDtdh pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_Dtdh_I_12_M1	I	12	M1
880	277DthrABCDasdDtdh pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_Dtdh_I_24_M1	I	24	M1
881	277DthrABCDasdDtdhDdapA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDdapA_0_4p5_M1	0	4.5	M1
882	277DthrABCDasdDtdhDdapA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDdapA_0_6_M1	0	6	M1
883	277DthrABCDasdDtdhDdapA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDdapA_0_12_M1	0	12	M1
884	277DthrABCDasdDtdhDdapA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDdapA_0_24_M1	0	24	M1
885	277DthrABCDasdDtdhDdapA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDdapA_I_4p5_M1	I	4.5	M1
886	277DthrABCDasdDtdhDdapA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDdapA_I_6_M1	I	6	M1
887	277DthrABCDasdDtdhDdapA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDdapA_I_12_M1	I	12	M1
888	277DthrABCDasdDtdhDdapA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDdapA_I_24_M1	I	24	M1
889	277DthrABCDasdDtdhDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_0_4p5_M1	0	4.5	M1
890	277DthrABCDasdDtdhDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_0_6_M1	0	6	M1
891	277DthrABCDasdDtdhDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_0_12_M1	0	12	M1
892	277DthrABCDasdDtdhDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_0_24_M1	0	24	M1
893	277DthrABCDasdDtdhDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_I_4p5_M1	I	4.5	M1
894	277DthrABCDasdDtdhDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_I_6_M1	I	6	M1
895	277DthrABCDasdDtdhDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_I_12_M1	I	12	M1
896	277DthrABCDasdDtdhDrhtA pfb6.4.2 +pyc	7_D_TasdA1_P_asdD_pyc_DtdhDrhtA_I_24_M1	I	24	M1
897	277DthrABCDasdDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdapA_0_4p5_M1	0	4.5	M1
898	277DthrABCDasdDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdapA_0_6_M1	0	6	M1
899	277DthrABCDasdDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdapA_0_12_M1	0	12	M1
900	277DthrABCDasdDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdapA_0_24_M1	0	24	M1
901	277DthrABCDasdDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdapA_I_4p5_M1	I	4.5	M1
902	277DthrABCDasdDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdapA_I_6_M1	I	6	M1
903	277DthrABCDasdDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdapA_I_12_M1	I	12	M1
904	277DthrABCDasdDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdapA_I_24_M1	I	24	M1
905	277DthrABCDasdDdhaM pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdhaM_0_4p5_M1	0	4.5	M1
906	277DthrABCDasdDdhaM pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdhaM_0_6_M1	0	6	M1
907	277DthrABCDasdDdhaM pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdhaM_0_12_M1	0	12	M1
908	277DthrABCDasdDdhaM pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdhaM_0_24_M1	0	24	M1
909	277DthrABCDasdDdhaM pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdhaM_I_4p5_M1	I	4.5	M1
910	277DthrABCDasdDdhaM pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdhaM_I_6_M1	I	6	M1
911	277DthrABCDasdDdhaM pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdhaM_I_12_M1	I	12	M1
912	277DthrABCDasdDdhaM pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DdhaM_I_24_M1	I	24	M1
913	277DthrABCDasdDlysA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysA_0_4p5_M1	0	4.5	M1
914	277DthrABCDasdDlysA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysA_0_6_M1	0	6	M1
915	277DthrABCDasdDlysA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysA_0_12_M1	0	12	M1
916	277DthrABCDasdDlysA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysA_0_24_M1	0	24	M1
917	277DthrABCDasdDlysA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysA_I_4p5_M1	I	4.5	M1
918	277DthrABCDasdDlysA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysA_I_6_M1	I	6	M1
919	277DthrABCDasdDlysA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysA_I_12_M1	I	12	M1
920	277DthrABCDasdDlysA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysA_I_24_M1	I	24	M1
921	277DthrABCDasdDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysC_0_4p5_M1	0	4.5	M1
922	277DthrABCDasdDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysC_0_6_M1	0	6	M1
923	277DthrABCDasdDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysC_0_12_M1	0	12	M1
924	277DthrABCDasdDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysC_0_24_M1	0	24	M1
925	277DthrABCDasdDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysC_I_4p5_M1	I	4.5	M1
926	277DthrABCDasdDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysC_I_6_M1	I	6	M1
927	277DthrABCDasdDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysC_I_12_M1	I	12	M1
928	277DthrABCDasdDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DlysC_I_24_M1	I	24	M1
929	277DthrABCDasdDmetL pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DmetL_0_4p5_M1	0	4.5	M1
930	277DthrABCDasdDmetL pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DmetL_0_6_M1	0	6	M1
931	277DthrABCDasdDmetL pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DmetL_0_12_M1	0	12	M1
932	277DthrABCDasdDmetL pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DmetL_0_24_M1	0	24	M1
933	277DthrABCDasdDmetL pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DmetL_I_4p5_M1	I	4.5	M1
934	277DthrABCDasdDmetL pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DmetL_I_6_M1	I	6	M1
935	277DthrABCDasdDmetL pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DmetL_I_12_M1	I	12	M1
936	277DthrABCDasdDmetL pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DmetL_I_24_M1	I	24	M1
937	277DthrABCDasdDptsG pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DptsG_0_4p5_M1	0	4.5	M1
938	277DthrABCDasdDptsG pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DptsG_0_6_M1	0	6	M1
939	277DthrABCDasdDptsG pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DptsG_0_12_M1	0	12	M1
940	277DthrABCDasdDptsG pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DptsG_0_24_M1	0	24	M1
941	277DthrABCDasdDptsG pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DptsG_I_4p5_M1	I	4.5	M1
942	277DthrABCDasdDptsG pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DptsG_I_6_M1	I	6	M1
943	277DthrABCDasdDptsG pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DptsG_I_12_M1	I	12	M1
944	277DthrABCDasdDptsG pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DptsG_I_24_M1	I	24	M1
945	277DthrABCDasdDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DrhtA_0_4p5_M1	0	4.5	M1
946	277DthrABCDasdDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DrhtA_0_6_M1	0	6	M1
947	277DthrABCDasdDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DrhtA_0_12_M1	0	12	M1
948	277DthrABCDasdDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DrhtA_0_24_M1	0	24	M1
949	277DthrABCDasdDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DrhtA_I_4p5_M1	I	4.5	M1
950	277DthrABCDasdDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DrhtA_I_6_M1	I	6	M1
951	277DthrABCDasdDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DrhtA_I_12_M1	I	12	M1
952	277DthrABCDasdDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DrhtA_I_24_M1	I	24	M1
953	277DthrABCDasdDtdh pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_Dtdh_0_4p5_M1	0	4.5	M1
954	277DthrABCDasdDtdh pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_Dtdh_0_6_M1	0	6	M1
955	277DthrABCDasdDtdh pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_Dtdh_0_12_M1	0	12	M1
956	277DthrABCDasdDtdh pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_Dtdh_0_24_M1	0	24	M1
957	277DthrABCDasdDtdh pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_Dtdh_I_4p5_M1	I	4.5	M1
958	277DthrABCDasdDtdh pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_Dtdh_I_6_M1	I	6	M1
959	277DthrABCDasdDtdh pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_Dtdh_I_12_M1	I	12	M1
960	277DthrABCDasdDtdh pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_Dtdh_I_24_M1	I	24	M1
961	277DthrABCDasdDtdhDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_4p5_M1	0	4.5	M1
962	277DthrABCDasdDtdhDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_6_M1	0	6	M1
963	277DthrABCDasdDtdhDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_12_M1	0	12	M1
964	277DthrABCDasdDtdhDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_0_24_M1	0	24	M1
965	277DthrABCDasdDtdhDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_I_4p5_M1	I	4.5	M1
966	277DthrABCDasdDtdhDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_I_6_M1	I	6	M1
967	277DthrABCDasdDtdhDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_I_12_M1	I	12	M1
968	277DthrABCDasdDtdhDdapA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDdapA_I_24_M1	I	24	M1
969	277DthrABCDasdDtdhDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_4p5_M1	0	4.5	M1
970	277DthrABCDasdDtdhDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_6_M1	0	6	M1
971	277DthrABCDasdDtdhDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_12_M1	0	12	M1
972	277DthrABCDasdDtdhDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_0_24_M1	0	24	M1
973	277DthrABCDasdDtdhDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_I_4p5_M1	I	4.5	M1
974	277DthrABCDasdDtdhDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_I_6_M1	I	6	M1
975	277DthrABCDasdDtdhDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_I_12_M1	I	12	M1
976	277DthrABCDasdDtdhDlysC pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDlysC_I_24_M1	I	24	M1
977	277DthrABCDasdDtdhDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDrhtA_0_4p5_M1	0	4.5	M1
978	277DthrABCDasdDtdhDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDrhtA_0_6_M1	0	6	M1
979	277DthrABCDasdDtdhDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDrhtA_0_12_M1	0	12	M1
980	277DthrABCDasdDtdhDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDrhtA_0_24_M1	0	24	M1
981	277DthrABCDasdDtdhDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDrhtA_I_4p5_M1	I	4.5	M1
982	277DthrABCDasdDtdhDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDrhtA_I_6_M1	I	6	M1
983	277DthrABCDasdDtdhDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDrhtA_I_12_M1	I	12	M1
984	277DthrABCDasdDtdhDrhtA pfb6.4.2 +rhtA	7_D_TasdA1_P_asdD_rhtA_DtdhDrhtA_I_24_M1	I	24	M1
985	926	M_0_0_0_asdO_000_D000_0_6_M1	0	6	M1
986	926	M_0_0_0_asdO_000_D000_0_12_M1	0	12	M1
987	926	M_0_0_0_asdO_000_D000_0_24_M1	0	24	M1
988	926	M_0_0_0_asdO_000_D000_I_6_M1	I	6	M1
989	926	M_0_0_0_asdO_000_D000_I_12_M1	I	12	M1
990	926	M_0_0_0_asdO_000_D000_I_24_M1	I	24	M1
991	926dthrABCdasd pwt2.1.1	M_D_Tasd_P_asdD_000_D000_0_4p5_M1	0	4.5	M1
992	926dthrABCdasd pwt2.1.1	M_D_Tasd_P_asdD_000_D000_0_6_M1	0	6	M1
993	926dthrABCdasd pwt2.1.1	M_D_Tasd_P_asdD_000_D000_0_12_M1	0	12	M1
994	926dthrABCdasd pwt2.1.1	M_D_Tasd_P_asdD_000_D000_0_24_M1	0	24	M1
995	926dthrABCdasd pwt2.1.1	M_D_Tasd_P_asdD_000_D000_I_4p5_M1	I	4.5	M1
996	926dthrABCdasd pwt2.1.1	M_D_Tasd_P_asdD_000_D000_I_6_M1	I	6	M1
997	926dthrABCdasd pwt2.1.1	M_D_Tasd_P_asdD_000_D000_I_12_M1	I	12	M1
998	926dthrABCdasd pwt2.1.1	M_D_Tasd_P_asdD_000_D000_I_24_M1	I	24	M1
999	926dthrABCdasdddhaM pwt2.1.1	M_D_Tasd_P_asdD_000_DdhaM_0_4p5_M1	0	4.5	M1
1000	926dthrABCdasdddhaM pwt2.1.1	M_D_Tasd_P_asdD_000_DdhaM_0_6_M1	0	6	M1
1001	926dthrABCdasdddhaM pwt2.1.1	M_D_Tasd_P_asdD_000_DdhaM_0_12_M1	0	12	M1
1002	926dthrABCdasdddhaM pwt2.1.1	M_D_Tasd_P_asdD_000_DdhaM_0_24_M1	0	24	M1
1003	926dthrABCdasdddhaM pwt2.1.1	M_D_Tasd_P_asdD_000_DdhaM_I_4p5_M1	I	4.5	M1
1004	926dthrABCdasdddhaM pwt2.1.1	M_D_Tasd_P_asdD_000_DdhaM_I_6_M1	I	6	M1
1005	926dthrABCdasdddhaM pwt2.1.1	M_D_Tasd_P_asdD_000_DdhaM_I_12_M1	I	12	M1
